GRUMP_GID	file	mean_or_sum
19688	19688_ppt_prct_abs_diff_1995-1999_1870-1999	1.21160000000001
53785	53785_ppt_prct_abs_diff_1995-1999_1870-1999	4.59987
76926	76926_ts_prct_abs_diff_1995-1999_1870-1999	0.128860000000005
85631	85631_ppt_prct_abs_diff_1995-1999_1870-1999	3.23073999999998
64797	64797_ppt_prct_abs_diff_2015-2030_1870-1999	5.24085000000001
71696	71696_ts_prct_abs_diff_1995-1999_1870-1999	0.136147
72368	72368_ppt_prct_abs_diff_1995-1999_1870-1999	1.81741999999998
53467	53467_ts_prct_abs_diff_2015-2030_1870-1999	0.431408999999994
64557	64557_ppt_prct_abs_diff_2015-2030_1870-1999	20.2587999999997
52816	52816_ts_prct_abs_diff_1995-1999_1870-1999	0.227314991450178
19548	19548_ppt_prct_abs_diff_2015-2030_1870-1999	10.4617662136831
45393	45393_ppt_prct_abs_diff_2015-2030_1870-1999	17.9528
62214	62214_aid	215813.934692379
31176	31176_ppt_prct_abs_diff_2015-2030_1870-1999	1.55233999999996
61605	61605_ppt_prct_abs_diff_1995-1999_1870-1999	0.958956
75122	75122_ts_prct_abs_diff_2015-2030_1870-1999	0.464761999999996
43020	43020_ppt_prct_abs_diff_2015-2030_1870-1999	3.57830999999992
79201	79201_ppt_prct_abs_diff_1995-1999_1870-1999	2.27058000000014
73369	73369_ppt_prct_abs_diff_2015-2030_1870-1999	12.8399
26448	26448_ppt_prct_abs_diff_2015-2030_1870-1999	5.23041340866308
19545	19545_ts_prct_abs_diff_2015-2030_1870-1999	0.590646041702314
30350	30350_ppt_prct_abs_diff_1995-1999_1870-1999	1.77814
87243	87243_ppt_prct_abs_diff_1995-1999_1870-1999	2.12654941176471
43303	43303_ppt_prct_abs_diff_2015-2030_1870-1999	5.77194000000005
62876	62876_ppt_prct_abs_diff_2015-2030_1870-1999	0.195984000000004
69145	69145_ppt_prct_abs_diff_2015-2030_1870-1999	2.10903
67171	67171_ts_prct_abs_diff_1995-1999_1870-1999	0.104652
14304	14304_ppt_prct_abs_diff_2015-2030_1870-1999	7.76653999999978
42788	42788_ppt_prct_abs_diff_2015-2030_1870-1999	10.6462000000001
33411	33411_ts_prct_abs_diff_2015-2030_1870-1999	0.500672608450714
8651	8651_ppt_prct_abs_diff_2015-2030_1870-1999	6.81186046052629
63959	63959_ppt_prct_abs_diff_2015-2030_1870-1999	6.92804999999973
21494	21494_ppt_prct_abs_diff_1995-1999_1870-1999	4.59168247933884
46374	46374_ts_prct_abs_diff_1995-1999_1870-1999	0.253107920502082
13211	13211_ppt_prct_abs_diff_1995-1999_1870-1999	2.21564999999999
64846	64846_ts_prct_abs_diff_2015-2030_1870-1999	0.334633999999993
69782	69782_ppt_prct_abs_diff_1995-1999_1870-1999	12.7667
28530	28530_ts_prct_abs_diff_2015-2030_1870-1999	0.816449999999927
85549	85549_ts_prct_abs_diff_1995-1999_1870-1999	0.187820000000001
16200	16200_ts_prct_abs_diff_2015-2030_1870-1999	0.754915999999994
60012	60012_ppt_prct_abs_diff_2015-2030_1870-1999	11.0175
23981	23981_ts_prct_abs_diff_2015-2030_1870-1999	0.604766000000015
24887	24887_ppt_prct_abs_diff_2015-2030_1870-1999	4.47980999999999
68907	68907_ts_prct_abs_diff_2015-2030_1870-1999	0.329071
67699	67699_ts_prct_abs_diff_2015-2030_1870-1999	0.294978
21725	21725_ppt_prct_abs_diff_1995-1999_1870-1999	2.20724999999999
60481	60481_ppt_prct_abs_diff_2015-2030_1870-1999	8.42517999999984
82712	82712_aid	373569.51197052
27607	27607_ppt_prct_abs_diff_2015-2030_1870-1999	1.16203513750001
49342	49342_ts_prct_abs_diff_1995-1999_1870-1999	0.249885025980039
39814	39814_aid	18449860.9487919
17124	17124_ts_prct_abs_diff_2015-2030_1870-1999	0.673307000000001
65549	65549_ts_prct_abs_diff_1995-1999_1870-1999	0.206630485058707
25801	25801_ppt_prct_abs_diff_2015-2030_1870-1999	5.16887999999993
58958	58958_ts_prct_abs_diff_1995-1999_1870-1999	0.192821124404196
74901	74901_ts_prct_abs_diff_2015-2030_1870-1999	0.336601
84558	84558_ppt_prct_abs_diff_2015-2030_1870-1999	3.41162999999999
80069	80069_ts_prct_abs_diff_2015-2030_1870-1999	0.431885000000006
71220	71220_ppt_prct_abs_diff_2015-2030_1870-1999	1.03399
45819	45819_ppt_prct_abs_diff_1995-1999_1870-1999	5.61395972861222
46518	46518_ts_prct_abs_diff_1995-1999_1870-1999	0.188
33027	33027_ppt_prct_abs_diff_1995-1999_1870-1999	6.07053999999963
21619	21619_ppt_prct_abs_diff_2015-2030_1870-1999	2.60320000000001
29232	29232_ts_prct_abs_diff_1995-1999_1870-1999	0.269407285714286
29236	29236_ts_prct_abs_diff_2015-2030_1870-1999	0.769467211538462
65790	65790_ppt_prct_abs_diff_1995-1999_1870-1999	5.84356488000001
17023	17023_ppt_prct_abs_diff_2015-2030_1870-1999	0.586808722222224
44081	44081_ppt_prct_abs_diff_2015-2030_1870-1999	2.93013197871484
43804	43804_ppt_prct_abs_diff_2015-2030_1870-1999	5.64437629921257
19316	19316_ts_prct_abs_diff_2015-2030_1870-1999	0.60538999999999
50791	50791_ts_prct_abs_diff_2015-2030_1870-1999	0.413061999999994
64679	64679_ppt_prct_abs_diff_1995-1999_1870-1999	14.0494999999996
39208	39208_aid	3559.43960952736
83984	83984_ppt_prct_abs_diff_2015-2030_1870-1999	2.59953
71839	71839_aid	72954.6423645018
57898	57898_ppt_prct_abs_diff_1995-1999_1870-1999	12.0568
83412	83412_ts_prct_abs_diff_2015-2030_1870-1999	0.535010000000011
85651	85651_ppt_prct_abs_diff_2015-2030_1870-1999	3.52849999999998
36170	36170_ts_prct_abs_diff_2015-2030_1870-1999	0.652225878102185
79280	79280_ppt_prct_abs_diff_2015-2030_1870-1999	7.06494999999965
61957	61957_ts_prct_abs_diff_1995-1999_1870-1999	0.171101999999991
74886	74886_ts_prct_abs_diff_1995-1999_1870-1999	0.150453
81813	81813_aid	316.852999925612
51940	51940_ts_prct_abs_diff_1995-1999_1870-1999	0.246644
65325	65325_ts_prct_abs_diff_1995-1999_1870-1999	0.140985999999995
52925	52925_ts_prct_abs_diff_1995-1999_1870-1999	0.241039262390673
66096	66096_aid	336237.869750972
63544	63544_ts_prct_abs_diff_2015-2030_1870-1999	0.294339200542006
61816	61816_ppt_prct_abs_diff_2015-2030_1870-1999	5.19857426470588
54161	54161_ts_prct_abs_diff_2015-2030_1870-1999	0.651047
46504	46504_ppt_prct_abs_diff_1995-1999_1870-1999	4.45999447164956
30161	30161_ts_prct_abs_diff_2015-2030_1870-1999	0.714975999999997
65148	65148_aid	3684826.76416016
84257	84257_ppt_prct_abs_diff_1995-1999_1870-1999	2.64354820512822
71977	71977_ppt_prct_abs_diff_2015-2030_1870-1999	8.54932
84163	84163_aid	119169.48777008
17386	17386_ts_prct_abs_diff_1995-1999_1870-1999	0.325990000000002
28164	28164_ts_prct_abs_diff_1995-1999_1870-1999	0.25732
84428	84428_ts_prct_abs_diff_1995-1999_1870-1999	0.191734000000003
85235	85235_ppt_prct_abs_diff_2015-2030_1870-1999	3.08821999999999
79457	79457_ppt_prct_abs_diff_2015-2030_1870-1999	2.98964
84854	84854_ts_prct_abs_diff_2015-2030_1870-1999	0.367638
29695	29695_ppt_prct_abs_diff_2015-2030_1870-1999	11.8684999999999
41015	41015_ppt_prct_abs_diff_1995-1999_1870-1999	3.53558801369858
38863	38863_ppt_prct_abs_diff_2015-2030_1870-1999	0.768574999999999
38564	38564_aid	26361.6319885254
26154	26154_ppt_prct_abs_diff_2015-2030_1870-1999	4.78529000000002
74340	74340_ppt_prct_abs_diff_1995-1999_1870-1999	3.99312999999999
73935	73935_ts_prct_abs_diff_2015-2030_1870-1999	0.358107
59577	59577_ppt_prct_abs_diff_2015-2030_1870-1999	4.47110999999969
36937	36937_ppt_prct_abs_diff_1995-1999_1870-1999	0.318910000000001
63241	63241_ts_prct_abs_diff_2015-2030_1870-1999	0.420393
78656	78656_ts_prct_abs_diff_1995-1999_1870-1999	0.174183000000007
69701	69701_ts_prct_abs_diff_2015-2030_1870-1999	0.368455135135136
57111	57111_ts_prct_abs_diff_1995-1999_1870-1999	0.0472625870967726
70860	70860_ppt_prct_abs_diff_2015-2030_1870-1999	31.3768999999996
82376	82376_ts_prct_abs_diff_1995-1999_1870-1999	0.254848324324324
73935	73935_ts_prct_abs_diff_1995-1999_1870-1999	0.144908
74174	74174_ts_prct_abs_diff_1995-1999_1870-1999	0.156599545454545
83381	83381_ppt_prct_abs_diff_2015-2030_1870-1999	3.15399714285713
69799	69799_ts_prct_abs_diff_1995-1999_1870-1999	0.22553
47280	47280_ts_prct_abs_diff_1995-1999_1870-1999	0.285990948720152
66048	66048_aid	233397.727294907
66146	66146_ppt_prct_abs_diff_1995-1999_1870-1999	6.26497999999981
86016	86016_ts_prct_abs_diff_2015-2030_1870-1999	0.353614884615384
27613	27613_ts_prct_abs_diff_2015-2030_1870-1999	0.697807
77804	77804_ppt_prct_abs_diff_2015-2030_1870-1999	5.00424000000013
12925	12925_ts_prct_abs_diff_1995-1999_1870-1999	0.271076000000011
65639	65639_ts_prct_abs_diff_1995-1999_1870-1999	0.196229432524644
80768	80768_ts_prct_abs_diff_1995-1999_1870-1999	0.208246903416017
80998	80998_ppt_prct_abs_diff_2015-2030_1870-1999	1.9879899999996
66324	66324_ts_prct_abs_diff_2015-2030_1870-1999	0.340085000000002
24543	24543_ts_prct_abs_diff_1995-1999_1870-1999	0.218614
71344	71344_ppt_prct_abs_diff_2015-2030_1870-1999	8.74126000000037
82657	82657_ts_prct_abs_diff_1995-1999_1870-1999	0.200537
63565	63565_ppt_prct_abs_diff_1995-1999_1870-1999	2.74858083333321
67257	67257_ppt_prct_abs_diff_1995-1999_1870-1999	12.6048
16520	16520_ppt_prct_abs_diff_2015-2030_1870-1999	3.43321000000003
19467	19467_ts_prct_abs_diff_1995-1999_1870-1999	0.226205000000001
66610	66610_aid	195547.937011719
23348	23348_ppt_prct_abs_diff_1995-1999_1870-1999	0.292997
16942	16942_ppt_prct_abs_diff_2015-2030_1870-1999	5.11268211764705
75057	75057_ts_prct_abs_diff_1995-1999_1870-1999	0.154182162162158
37865	37865_ts_prct_abs_diff_1995-1999_1870-1999	0.24495799999999
19983	19983_ppt_prct_abs_diff_1995-1999_1870-1999	1.13162
53000	53000_aid	302152.670898433
64857	64857_ppt_prct_abs_diff_1995-1999_1870-1999	3.39334
28387	28387_ppt_prct_abs_diff_2015-2030_1870-1999	3.64445
69092	69092_ts_prct_abs_diff_2015-2030_1870-1999	0.431094000000002
14318	14318_ppt_prct_abs_diff_1995-1999_1870-1999	5.87088000000003
39558	39558_ts_prct_abs_diff_1995-1999_1870-1999	0.347392
70639	70639_ppt_prct_abs_diff_1995-1999_1870-1999	0.13988999999999
78578	78578_ppt_prct_abs_diff_1995-1999_1870-1999	2.28954631578945
42811	42811_ppt_prct_abs_diff_2015-2030_1870-1999	16.2832
55218	55218_ppt_prct_abs_diff_1995-1999_1870-1999	4.55642321875003
58964	58964_ts_prct_abs_diff_2015-2030_1870-1999	0.24028
55934	55934_aid	171396.195312496
56507	56507_ts_prct_abs_diff_2015-2030_1870-1999	0.307383999999985
73603	73603_ppt_prct_abs_diff_1995-1999_1870-1999	3.1308000000001
87477	87477_ppt_prct_abs_diff_2015-2030_1870-1999	3.17237999999999
31014	31014_ppt_prct_abs_diff_1995-1999_1870-1999	0.750819000000003
26723	26723_ts_prct_abs_diff_1995-1999_1870-1999	0.283924666666664
60692	60692_ts_prct_abs_diff_1995-1999_1870-1999	0.0790001454545426
57908	57908_ppt_prct_abs_diff_1995-1999_1870-1999	9.16386999999999
79625	79625_ts_prct_abs_diff_1995-1999_1870-1999	0.152069
82009	82009_ppt_prct_abs_diff_1995-1999_1870-1999	6.09800000000013
33464	33464_ts_prct_abs_diff_1995-1999_1870-1999	0.327651
22793	22793_ts_prct_abs_diff_2015-2030_1870-1999	0.656590000000001
64976	64976_aid	212275.587158192
46167	46167_ppt_prct_abs_diff_1995-1999_1870-1999	2.66229320794325
84741	84741_ts_prct_abs_diff_1995-1999_1870-1999	0.193961000000001
64103	64103_ppt_prct_abs_diff_1995-1999_1870-1999	2.4867
68537	68537_ppt_prct_abs_diff_2015-2030_1870-1999	17.8456
60034	60034_aid	1823.06616973877
58153	58153_ppt_prct_abs_diff_2015-2030_1870-1999	11.0675999999992
19632	19632_ts_prct_abs_diff_2015-2030_1870-1999	0.691849999999989
53517	53517_aid	132224.935913086
19795	19795_ppt_prct_abs_diff_2015-2030_1870-1999	1.26608
33056	33056_ppt_prct_abs_diff_1995-1999_1870-1999	1.93884000000002
61534	61534_aid	236299.280273438
67599	67599_ppt_prct_abs_diff_2015-2030_1870-1999	0.514847
42426	42426_ppt_prct_abs_diff_1995-1999_1870-1999	2.44389999999985
36170	36170_ppt_prct_abs_diff_1995-1999_1870-1999	5.3282069635036
83047	83047_ts_prct_abs_diff_2015-2030_1870-1999	0.383823059999996
21773	21773_ppt_prct_abs_diff_1995-1999_1870-1999	2.88647000000004
13220	13220_ppt_prct_abs_diff_1995-1999_1870-1999	4.54213000000006
28044	28044_ppt_prct_abs_diff_2015-2030_1870-1999	6.27172999999999
17371	17371_aid	67384.0254936218
52950	52950_ts_prct_abs_diff_2015-2030_1870-1999	0.431409
35450	35450_ts_prct_abs_diff_2015-2030_1870-1999	0.524492000000001
18057	18057_aid	4632.98705863957
80768	80768_aid	40598.8163755283
84801	84801_ts_prct_abs_diff_2015-2030_1870-1999	0.43751839361702
75165	75165_ppt_prct_abs_diff_2015-2030_1870-1999	6.28333999999968
58041	58041_ppt_prct_abs_diff_2015-2030_1870-1999	12.2216
58269	58269_ppt_prct_abs_diff_2015-2030_1870-1999	11.0675999999997
59563	59563_ts_prct_abs_diff_2015-2030_1870-1999	0.43806
61551	61551_ppt_prct_abs_diff_1995-1999_1870-1999	0.00243006999999991
39297	39297_ts_prct_abs_diff_1995-1999_1870-1999	0.291000264
23404	23404_ts_prct_abs_diff_1995-1999_1870-1999	0.196828000000004
18534	18534_ts_prct_abs_diff_1995-1999_1870-1999	0.372868996422184
54170	54170_aid	4094.25033569335
24998	24998_ts_prct_abs_diff_2015-2030_1870-1999	0.719127
60637	60637_ppt_prct_abs_diff_1995-1999_1870-1999	12.8905999999996
26460	26460_ts_prct_abs_diff_1995-1999_1870-1999	0.364882999999999
43008	43008_ppt_prct_abs_diff_1995-1999_1870-1999	5.31572000000003
66882	66882_ts_prct_abs_diff_1995-1999_1870-1999	0.179341
53997	53997_ts_prct_abs_diff_2015-2030_1870-1999	0.480234
40230	40230_ts_prct_abs_diff_1995-1999_1870-1999	0.237313
67352	67352_ppt_prct_abs_diff_1995-1999_1870-1999	0.15169
24321	24321_ppt_prct_abs_diff_1995-1999_1870-1999	2.43069999999999
84694	84694_ts_prct_abs_diff_1995-1999_1870-1999	0.193761999999996
77239	77239_ppt_prct_abs_diff_2015-2030_1870-1999	0.562313000000003
36392	36392_ts_prct_abs_diff_2015-2030_1870-1999	0.901553999999996
41348	41348_ppt_prct_abs_diff_1995-1999_1870-1999	7.44341999999993
28670	28670_ppt_prct_abs_diff_1995-1999_1870-1999	5.19619
41413	41413_ppt_prct_abs_diff_1995-1999_1870-1999	0.414192758620689
63705	63705_ts_prct_abs_diff_1995-1999_1870-1999	0.133347
34428	34428_ppt_prct_abs_diff_1995-1999_1870-1999	3.21629
29370	29370_ppt_prct_abs_diff_2015-2030_1870-1999	5.2047
17397	17397_ppt_prct_abs_diff_1995-1999_1870-1999	3.50040000000001
53367	53367_ts_prct_abs_diff_2015-2030_1870-1999	0.431408999999984
63787	63787_aid	569702.08972168
43447	43447_ppt_prct_abs_diff_2015-2030_1870-1999	7.43041000000001
67631	67631_ppt_prct_abs_diff_2015-2030_1870-1999	19.3602
73499	73499_ts_prct_abs_diff_2015-2030_1870-1999	0.380232
84717	84717_ppt_prct_abs_diff_2015-2030_1870-1999	1.14084
79259	79259_ts_prct_abs_diff_1995-1999_1870-1999	0.122462
68256	68256_ts_prct_abs_diff_1995-1999_1870-1999	0.189058000000005
43844	43844_ppt_prct_abs_diff_1995-1999_1870-1999	2.92046000000001
57230	57230_ppt_prct_abs_diff_1995-1999_1870-1999	1.66716
60560	60560_ts_prct_abs_diff_2015-2030_1870-1999	0.414717999999988
37797	37797_aid	27640.8898925783
