GID_GRUMP	GEONAMEIDS	ASCIINAMES	GEONAME_POP	GRUMP_POP
57846	1262678	Mubarakpur	53263	60948
57871	1261257	Nizamabad	13895	25394
57894	1256735	Shahganj	26510	39264
57896	1166164	Sanghar	62033	55932
57897	1275572	Bindki	36058	33914
57898	1257599	Salon	14312	15786
57899	1278083	Azamgarh	116644	149168
57900	1256328	Sikandarpur	24177	33680
57901	1265239	Lakhipur	14045	11464
57906	1163054	Turbat	75694	73013
57908	1262625	Muhammadabad	24146	64530
57911	1271453|1272694	Dhuburi|Gauripur	87219	85279
57917	1254282	Todaraisingh	22613	20836
57918	1256949	"Sawai Madhopur"	108612	95676
57921	1257260	"Sarai Mir"	17849	30660
57925	1266217	Konch	52773	50342
57926	1185092	Thakurgaon	71096	91180
57931	1269993	Hojai	36869	35095
57935	1254798	Tekanpur	13681	33793
57936	1273756	Daboh	18298	15336
57943	1268686	Kadaura	13784	12399
57951	1265534	Kurara	12730	11208
57955	1261039	Orai	158265	135407
57957	1263528	Marhaura	26138	58711
57958	1185160	Nageswari	49425	59233
57960	1267336	Kekri	37850	33250
57982	1270455	Hamirpur	34144	21948
58016	4047914|4148533|4149962|4152639|4154568|4155995|4156920|4159805|4161785|4163384|4165565|4166195|4171782	"Bonita Springs|Cape Coral|Cypress Lake|Estero|Fort Myers|Golden Gate|Iona|Lehigh Acres|Marco|Naples|North Fort Myers|San Carlos Park|Villas"	523305	660631
58017	1263311|1266164	Kopaganj|Mau	279589	263804
58018	2214603	Murzuq	43732	49627
58019	1165635	Shahdadpur	67249	63829
58020	1264570	Madhipura	50570	58194
58021	1185181	Lalmanirhat	65127	69575
58022	1255860	Sojat	42556	19686
58030	290104|290187|290215|290247|290269|290340|385038	"Ar Rifa'|Dar Kulayb|Jidd Hafs|Madinat Hamad|Madinat `Isa|Manama|Sitrah"	452290	521858
58032	1263189	Mehnagar	14897	19784
58035	1810821	Fuzhou	1179720	2984208
58039	1259337|1276574	Bela|Pratapgarh	87664	105807
58040	1277238	Bansdih	21457	37704
58041	1277263	Banmankhi	26806	31602
58043	1273751	Dabra	60836	55866
58044	1257804	Saharsa	145764	119417
58045	1273642	Dalkola	15285	38144
58052	1258380	Rasra	31876	31507
58056	1258203	Reoti	23819	32018
58057	1259108	Kasba	26937	24916
58058	1337239	Pirgaaj	34606	13639
58067	1257551	Samastipur	57575	70172
58069	107312	Abqaiq	29474	42189
58071	1271912	Fatehpur	166480	181853
58080	1272525	Diphu	57097	17590
58081	1272552	Dimapur	135860	126758
58083	1270763	Gulabpura	26467	51029
58093	1257528	Samdari	17915	16340
58105	107304|108435|109131|109878|8394316	"Al Bukayriyah|Al Mithnab|Ar Rass|Buraydah|Unaizah"	722816	523684
58107	1277527	Balotra	68120	60381
58114	1177278|1182607	"Bhit Shah|Hala"	67240	58081
58115	1275905	Bhitarwar	17679	14722
58123	3483393|3520271|3520339|3523466|4670074|4670555|4676740|4686593|4688275|4696233|4697442	"Alamo|Alton|Brownsville|Donna|Edinburg|Gustavo Diaz Ordaz|Harlingen|Heroica Matamoros|Hidalgo|Reynosa|Rio Bravo"	1421310	1659576
58125	6545349	Saidpur	199422	182918
58126	1274353	Chhapra	201597	106365
58129	1163967	"Tando Adam"	125598	114233
58130	1260716	Pali	210103	109189
58131	1262115	Nainwa	16415	14893
58133	1815059	Chenzhou	179038	347105
58136	1267190	Khaga	13338	11990
58138	1259166	Purnia	198453	190048
58147	7302859	"Lumding Railway Colony"	25283	31341
58152	1276901	Barmer	89487	82279
58153	1278278	Asind	15389	13783
58154	1272610	Dighwara	29270	45971
58155	1257936	Rusera	28781	52361
58160	1276178	Bhander	22482	20256
58162	1269135	Jaunpur	169572	167598
58170	1262715	Moth	14077	12847
58172	1275719	Bihariganj	32805	29896
58194	3976775|3997479|4005864|4019098	"Ahome|Juan Jose Rios|Leyva Solano|Los Mochis"	279323	562250
58195	1185188	Rangpur	343122	396587
58200	1265632	Kunda	24948	38148
58206	1263306	"Mau Aimma"	20123	33472
58207	1264643	Machhlishahr	25247	23127
58208	1257887	Sadat	11211	22182
58218	1273628	"Dalsingh Sarai"	21611	67708
58225	1263303	Maudaha	37844	57734
58227	1185149	Parbatipur	48020	38847
58228	1185283	Badarganj	32600	12154
58242	1266366	Kohima	92113	62166
58252	1256593	Sheopur	62416	53930
58256	1265246	Lakheri	28463	26389
58261	3514868	"Valle Hermoso"	47831	42064
58263	1255925	Siwana	22067	20108
58264	1273403	Datia	90628	81335
58265	1268383	Kaliyaganj	51748	46745
58269	1256706	Shahpura	29259	27315
58271	1266516	Kirakat	14034	28785
58274	1269545	Jahazpur	20350	18385
58283	1263523	Mariahu	22248	28448
58284	1203891	Dinajpur	206234	181582
58303	1170677	Matiari	18929	25673
58304	1270618	Gursarai	25191	22483
58315	1258352	Rath	61728	54667
58316	1262626	Muhammadabad	33186	32435
58317	1262884	Mohiuddinnagar	14938	31148
58318	1259009	Raiganj	170252	162122
58340	1266372	Koelwar	25494	32562
58343	1797120	Fuqing	67397	417331
58347	4005219	Guasave	68449	64348
58352	1271306	Ghazipur	103095	109921
58353	1275019	Buxar	96120	80121
58354	1278483	Ara	223676	124137
58355	1814093	Dali	134040	58007
58360	1274099	Chirgaon	14147	14184
58361	1272225	Dumraon	50524	44754
58371	1263807	Maner	27901	71112
58381	1257776	Saidpur	22904	21906
58382	1267480	Katihar	192555	189528
58395	1256523	Shillong	132842	273169
58402	1278064	Baberu	15607	14241
58403	1259735	Phulpur	22886	26857
58421	1797318	Qujing	146015	379320
58443	1170295	"Mirpur Khas"	215657	201679
58446	1277397	Banda	152218	131208
58447	1267827	Karari	14403	19729
58448	1260086|1267187|1270525|1271892|1273581	Danapur|Fatwa|Hajipur|Khagaul|Patna	1979690	1546146
58449	1266598	Khusropur	12976	31878
58450	1267189	Khagaria	49982	44055
58451	1254046	Tura	63645	57286
58474	1163965	"Tando Allahyar"	127202	96077
58476	1277684	Bakhtiyarpur	34533	32343
58477	1276977	Barh	49557	13868
58487	1267786	Karera	26212	23030
58503	360923	"Al Kharijah"	67700	12034
58504	4145805|4146429|4148399|4148411|4148677|4149077|4150066|4151440|4151441|4151455|4151460|4151824|4151871|4151909|4151921|4152064|4152093|4152564|4152574|4152772|4152820|4153071|4153132|4153471|4155529|4155669|4155726|4155966|4156018|4156091|4156824|415685	"Allapattah|Aventura|Boca Del Mar|Boca Raton|Boynton Beach|Brownsville|Carol City|Cocoa|Cocoa Beach|Coconut Creek|Coconut Grove|Cooper City|Coral Gables|Coral Springs|Coral Terrace|Country Club|Country Walk|Cutler|Cutler Bay|Cutler Ridge|Dania Beach|Davie"	5648999	5903051
58514	1275103	Bundi	98569	86125
58538	1271670	Gangarampur	65316	52225
58546	1267923	Kapren	19671	17281
58547	1268739	Kabrai	24771	20778
58548	1261696	Naugachhia	41247	57456
58565	1274574	Charkhari	24881	23256
58578	3531865|3980190|3983671|3984583|3985241|3995465|4003757|4005492|4005867|4005937|4013892|4018390|8617692|8858088|8858093|8858109|8858110	"Apodaca|Cadereyta|Cienega de Flores|Fraccionamiento Real Palmas|Garcia|Garza Garcia|General Escobedo|Guadalupe|Jardines de la Silla (Jardines)|Juarez|Mitras Poniente|Monterrey|Parque Industrial Ciudad Mitras|San Nicolas de los Garza|San Pedro Garza Garci"	3739576	3422880
58579	3981254|3996426|4005775|4013706	"Ciudad Lerdo|Gomez Palacio|Matamoros|Torreon"	920197	758755
58580	1307741	Myitkyina	90894	87336
58591	1276335	Bhadohi	78568	104410
58592	1263427	"Masaurhi Buzurg"	53440	53848
58595	3988086|3991043	"Ramos Arizpe|Saltillo"	659508	305520
58597	1269392	Jalor	49682	43782
58602	4005297	Guamuchil	59276	69594
58606	1162959	Umarkot	42074	39153
58607	1256451	Shivpuri	164215	125134
58609	1270437	Handia	17861	51597
58616	1268929|1278994	Allahabad|Jhusi	1090080	1623700
58630	1255213	Takhatgarh	17285	15452
58632	1265716	Kulpahar	18976	17041
58633	1270102	Hilsa	41110	41045
58646	1266448	Koath	16725	28666
58654	1263751	Mangrol	23896	21281
58663	1262482|1269374	Jamalpur|Munger	303943	281334
58664	1259530	Piro	28967	81539
58667	1267185|1269006	Jhansi|Khailar	426261	388437
58668	1264359	Mahoba	89170	77151
58676	4018762	Allende	22609	20258
58680	1161724	Chabahar	47287	36800
58703	1798449|1806327	Jiangkou|Putian	436460	1381264
58711	1278808	Amet	17434	16392
58722	1258449	Ranipur	18820	17843
58733	1270291	Harpalpur	17731	14921
58734	1278228	"Atarra Buzurg"	46168	52126
58735	1270576	Gyanpur	13466	112338
58736	1254813|1262852|1276609|1276829|1276954	Barhiya|Baruni|Begusarai|Mokama|Teghra	332356	601239
58759	1253405|1258642|1262634	"Mughal Sarai|Ramnagar|Varanasi"	1306724	1762639
58761	1276300	Bhagalpur	361548	93138
58762	1273856	Colgong	24081	150636
58764	1263917|1275960	Bhilwara|Mandal	349909	270306
58773	1266302	Kolaras	17174	15356
58777	1256053	Sirsa	12608	22045
58778	1257794	Sahibganj	95890	78485
58779	1277508	Balurghat	141404	132713
58785	1278058	Babina	35538	24559
58787	1269557	Jahanabad	96387	107680
58800	1268722	Kachhwa	15381	14528
58812	1275655	Bikramganj	42626	52520
58832	1261871	Naraini	15077	12692
58838	1256650	Shankargarh	14137	12870
58854	1277590	Bali	19259	41108
58855	1809498	Guilin	649352	943036
58856	3523011	Montemorelos	37694	45505
58857	1275716	"Bihar Sharif"	244230	152688
58859	1264735	Luckeesarai	89500	78130
58870	1269666	Islampur	31875	54852
58877	1179837	Digri	31842	17530
58885	1256698	Shaikhpura	46718	42339
58897	1172657	Kunri	26773	11402
58899	1266975	Kharagpur	27492	26626
58911	289523|289888|289915|290030	"Al Wakrah|Ar Rayyan|Doha|Umm Salal Muhammad"	673231	568087
58913	1256598	Sheoganj	26804	54769
58914	1278532	Anta	30598	36553
58958	107959|108890|109059|109101|109571|109915	"Al Battaliyah|Al Hufuf|Al Mubarraz|Al Munayzilah|Al Qurayn|At Taraf"	650282	587450
58959	1163952|1163958|1172904|1176734	"Hyderabad|Kotri|Tando Jam|Tando Muhammad Khan"	1563273	1402185
58961	1804252	Lecheng	124268	210500
58962	1266049|1267226	"Keshorai Patan|Kota"	786552	703682
58964	1273923	Chunar	36459	33538
58974	1788402	Xiongzhou	79050	143965
58977	1277084	Baran	87478	76756
58978	1185206	"Joypur Hat"	73068	65234
58985	1262995	Mirzapur	220029	240188
59019	1261722	Nasriganj	23286	47544
59064	1276371	Bhabua	48641	39978
59066	3983631	"Santiago Papasquiaro"	26121	25362
59072	4013723	"Ciudad Constitucion"	39915	13829
59073	1278895	Amarpur	22796	35120
59076	291696|292231|292878	"Al Fujayrah|Dibba Al-Fujairah|Khawr Fakkan"	125990	89691
59077	1170667	Matli	50398	47075
59078	1258797	Rajsamand	63414	60441
59083	1258864	Rajgir	38348	52759
59084	1252930	"Waris Aliganj"	35243	39023
59097	1260734	Palera	16554	14153
59098	1185254	Chhatak	39218	36104
59108	1279219	Ahraura	25075	22678
59110	1337248	Sherpur	107419	88881
59116	1275920	Bhinmal	42863	38505
59129	1276615	Begun	20836	18933
59142	1254732	Teonthar	16578	14951
59149	3571824	Nassau	227940	194322
59153	1269153	Jatara	17002	15306
59164	100926	"Umm Lajj"	33874	33020
59165	1269723	"Ingraj Bazar"	170039	106679
59168	1278006	Badarwas	11133	10012
59181	1789289	Ximei	94326	344779
59187	7290013	Shixing	72996	49047
59194	1254797	Tekari	19063	23990
59195	1269291	Jamui	78181	64388
59214	1801797	Luoyang	66188	217201
59218	1257410	Sangod	19842	18420
59234	1273309	Dehri	129938	389767
59235	1261711	Nathdwara	39426	36348
59238	1185106	Jamalpur	167900	122653
59240	1277442	"Bamor Kalan"	27860	23320
59246	1256067	Sirohi	38610	34893
59247	1258297	Rawatbhata	36872	20063
59248	1279181	Ajaigarh	14640	13872
59253	2217351	Ghat	24347	14714
59262	1274337	Chhatarpur	111594	97600
59263	1261631	Nawada	96730	91807
59264	1277289	Banka	38939	34584
59276	1164045	Talhar	21154	24704
59278	1185116	Netrakona	79016	57504
59290	1169367	Naukot	22081	10129
59292	1267758	Karimganj	55290	53437
59293	1278008	Badarpur	11028	35412
59311	1274040	Chittaurgarh	106710	93973
59336	1801401|1803886|1804651	Kunming|Lianran|Majie	4093837	2259278
59337	3524348	Linares	57731	53211
59338	3483197	"San Fernando"	29171	33602
59340	1258835|1267154	Khajuraho|Rajnagar	39052	17433
59344	1271113	Godda	43658	36361
59370	1259060	Rafiganj	26228	30206
59390	1266931	Khargapur	13506	12150
59397	4160795	"Key Largo"	10433	21701
59422	1192366	"Par Naogaon"	192464	230347
59423	1185099	Sylhet	237000	465696
59464	1259638	Pindwara	23229	20274
59477	1256287	Silchar	152393	140543
59479	1803841	Lianzhou	92827	160271
59484	1269046	"Jha Jha"	38624	35928
59485	1271954	Farakka	21834	286599
59486	1185164	Muktagacha	24684	38440
59505	1171305|1174872	"Karachi|Malir Cantonment"	11924219	10886282
59508	1254534	Tikamgarh	74724	75985
59509	1278148	Aurangabad	95929	75770
59514	1862505	Hirara	34354	40938
59521	1257477	Sanchor	29022	25152
59522	1337233	Bogra	210000	332988
59537	1269771	Imphal	223523	500098
59563	1163582	Thatta	44302	41139
59564	1185162	Mymensingh	225126	260680
59565	1260454	Panna	46791	44753
59566	1271439|1275389	"Bodh Gaya|Gaya"	458880	633355
59574	1185108	Shibganj	35961	41449
59576	1270530	Hailakandi	31031	36143
59577	1802476	Longquan	91534	55620
59581	1274755	Chanderi	32549	27715
59585	1809077	Haikou	112644	18920
59589	1795874|1801615	Maba|Shaoguan	742358	867005
59607	1263300	Mauganj	25537	22353
59618	1265157	Lalitpur	126475	108523
59634	1274381	Chhabra	25676	22318
59647	1263764	Mangawan	12503	11313
59662	1184055	Badin	73569	68352
59663	1270711	Guna	153689	133565
59664	1254570	Thoubal	44493	55167
59670	1260824	Pakaur	40446	35166
59676	1275694	Bijawar	19468	18180
59691	1262318	Nabinagar	20848	17530
59700	1258111	Robertsganj	37855	31051
59708	1279396	Abu	24981	21428
59709	1261369	Nimbahera	58085	52327
59711	1263255	"Mayang Imphal"	22159	23349
59751	1253947|1255551|1258692|1274457	"Chechat|Ramganj Mandi|Suket|Udpura"	76757	98855
59759	3995017|4012176|4015938|8858101	"Culiacan|Licenciado Benito Juarez (Campo Gobierno)|Navolato|Villa Juarez"	748627	638027
59760	1278297	Ashoknagar	64722	38659
59761	1262187	Nagod	21732	19015
59762	1337240	Nawabganj	142361	159112
59763	1269126	Jawad	16887	19384
59764	1257022	Satna	257778	230268
59765	1256572	Sherghati	35279	31616
59770	4160812	"Key West"	24649	45469
59775	1674199	Yilan	94188	239780
59786	1265190	Lala	10942	10154
59792	4012693	"Villa de Costa Rica"	21662	24689
59799	1269020|1269027	Jhalawar|Jhalrapatan	85005	76819
59802	1784310	Zhongshu	91750	233280
59857	1270640	Gurh	13102	12246
59866	1268567	Kakching	30418	27192
59868	1272962	Dhanera	23656	21626
59869	1253986	Udaipur	422784	383202
59871	1276152	Bhanpura	17082	16345
59878	1269175	Jasidih	16338	110550
59879	1262863	Moirang	17103	15905
59911	110325	"Ad Dawadimi"	54474	49943
59944	1258592	Rampura	18495	17323
59945	1269247	Jangipur	82548	72978
59947	1185166	"Maulavi Bazar"	57441	80526
59963	1790645	Xiamen	3531347	232636
59983	1259056	Raghogarh	63873	44814
59984	4005380	"Guadalupe Victoria"	14269	14040
59985	292968	"Abu Dhabi"	603492	15739
59986	1185115	Sirajganj	127481	140044
59987	1817858	Babu	65603	226446
59988	1337249	Kishorganj	90690	138604
59990	108410	Riyadh	4205961	3667097
59991	1279394	"Abu Road"	50262	46458
59992	1261086|1273993	Chopan|Obra	69695	36713
59993	1266414|1268775	"Jumri Tilaiya|Kodarma"	95521	84967
59997	1268001	Kanor	13089	12387
59998	1278923	Amanganj	13167	11220
59999	1258182	Rewa	208461	178398
60005	1785018|1795166|1797353|1797658	Jinjiang|Quanzhou|Shima|Zhangzhou	931972	5490017
60012	1276939	"Bari Sadri"	15616	14832
60013	1279115	Aklera	19683	12251
60014	1273978	Chorhat	14101	12758
60025	1256369	Sidhi	54242	43779
60026	1265166	Lalgola	28442	31109
60034	1678008	Jincheng	37507	27248
60038	1254638	Tharad	24697	22317
60040	1262485	Mungaoli	20081	19125
60052	1276027	Bhawaniganj	38030	35237
60054	1801850	Luorong	67593	54857
60073	1255425	Sunel	15840	14390
60078	1270856	Govindgarh	10193	10649
60082	1274284	"Chhoti Sadri"	17335	16412
60085	1278365	Aron	24274	20545
60088	1185209	Habiganj	88760	61217
60095	1861416	Ishigaki	44802	20169
60096	101760|109223	Medina|Sultanah	2246697	803329
60097	1265670	Kumbhraj	16391	13451
60098	1800430	Miyang	72485	78524
60107	1272852	Dharmanagar	32912	33082
60119	1185128	Rajshahi	700133	411635
60124	1268893	Jiran	10982	10234
60134	1273909	Churachandpur	47774	42862
60146	1278899	Amarpatan	16858	16309
60150	3995943|4003804	"Juan Aldama|Miguel Auza"	26847	19026
60151	1189056	Sakhipur	40869	31916
60154	3976535|4009984	"Eldorado|El Dorado"	27333	14715
60169	1272237	Dumka	47663	43987
60170	1784185	Yuxi	103829	189591
60176	1264551	Madhupur	50671	46157
60178	1328218	Bhamo	47920	47479
60202	1272513	Disa	92224	163046
60204	1336144	Tangail	180144	134129
60205	1800779	Meizhou	144212	353499
60214	1274536	Chatra	46844	40826
60221	1272302	Dudhi	12742	11331
60229	1256673	Shamgarh	23075	21089
60249	1258207	Renukut	62413	52525
60257	1264317	Maihar	37913	52425
60259	1258581	"Rampur Hat"	53468	53768
60260	1275582	Etawa	55185	50226
60262	1260777	Palanpur	123294	107575
60264	1185121	Shahzadpur	102420	69510
60269	1271493	Garwa	40662	41507
60286	1259540	Pirawa	11790	10977
60287	1271175	Giridih	60000	96909
60293	1257588	Salumbar	16557	15719
60325	88562|88962	"Al Jawf|At Taj"	63370	14746
60326	1262412|1277820	Baharampur|Murshidabad	220104	329506
60328	1268004	Kanodar	11953	10956
60333	4000900	"La Paz"	171485	165292
60336	1185165	Mirzapur	41137	34603
60353	1256064	Sironj	45455	41183
60355	1209562	Bera	39604	45863
60363	1264949	Leteri	15519	13656
60365	1266649	Khowai	20046	62681
60386	7279754	Singrauli	185580	101210
60398	1263834	Mandsaur	124988	114873
60399	289317|290594|292672|292913|292932|292953	"Adh Dhayd|Ajman|Al Ain|Al Buraymi|Sharjah|Umm al Qaywayn"	1321435	2493296
60400	1266620	Khurai	31613	31230
60402	1185263	"Bhairab Bazar"	105457	107520
60403	1259338	Pratapgarh	37780	34903
60407	1266806	"Khed Brahma"	29402	24565
60409	1276455	Beohari	22107	19542
60422	1185207|1185262	Bheramara|Ishurdi	120154	279056
60428	1255981	Sitamau	13441	12602
60429	1258875	Rajgarh	26164	23461
60441	1273626	Daltenganj	77704	69894
60451	1270164	Hazaribag	140063	124701
60453	1336143	Pabna	186781	230848
60481	4011743	"Victoria de Durango"	457140	438001
60482	110314	"Ad Dilam"	35371	239819
60490	1269298	Jamtara	24388	21913
60496	1255301	Susner	14601	13194
60507	347634|347796|349717|350422|350550|351434|352628|352913|352951|353802|354981|355026|355449|356933|358115|358269|358274|359212|359783|359792|360502|360526|360686|360773|361435|361478|361661|362004|362277|362973|411165	"Abnub|Abu Qurqas|Abu Tij|Akhmim|Al Badari|Al Balyana|Al Manshah|Al Minya|Al Qusiyah|Aswan|Asyut|Bani Mazar|Dayr Mawas|Dayrut|Dishna|Farshut|Idfu|Isna|Jirja|Juhaynah|Kawm Umbu|Kousa|Luxor|Mallawi|Manfalut|Matay|Naj` Hammadi|Qina|Samalut|Sohag|Tahta"	3574056	14807156
60509	1268135	Kandi	54848	49377
60516	1257751	Sainthia	43221	54908
60517	1276548	Beldanga	27489	68526
60557	4002745	"La Cruz"	15500	12977
60558	1270082	Hindoria	15142	14243
60560	1256382	Siddhapur	54313	53616
60577	1255955	Siuri	64659	78814
60580	1807687	Huaicheng	89294	119934
60586	1266774	Kheralu	20755	19947
60600	1271005	Gomoh	31395	33306
60601	1185191	Kushtia	135724	163566
60602	1185117	Narsingdi	281080	512451
60620	100425	"Yanbu` al Bahr"	200161	154199
60621	1816269	"Baise City"	90603	137565
60622	3988594	"Rio Grande"	29841	32702
60623	1272201	Dungarpur	45195	42008
60624	1257845	Sagar	247333	227978
60627	1276752	Basoda	69278	60864
60637	1260173	Patan	117863	110610
60642	110250	`Afif	40648	36992
60650	1259069	Radhanpur	35457	31267
60656	1253750	Unjha	54620	53922
60657	1262395	Murwara	195856	185432
60665	1272320	Dubrajpur	35087	32366
60683	1258447|1279290	"Agartala|Ranir Bazar"	215074	321124
60691	1259034	Rahatgarh	27462	24632
60692	1273587	Damoh	118776	110025
60703	1253577	Vadnagar	24832	25080
60704	1271563	Garhakota	28114	25065
60710	1278964	Alot	23134	21184
60717	4005857	"Vicente Guerrero"	14559	17366
60720	1265025	Latehar	20769	17518
60727	1272996	Dhana	10641	10216
60754	1274807	Chanasma	15572	15792
60775	3530580	"Ciudad Victoria"	269923	253775
60776	1279299	Agar	34532	30464
60777	1261752	Narsinghgarh	29981	27216
60784	1270343	Harij	18964	17884
60791	1253095	Visnagar	68619	64280
60804	2463447	Dakhla	75000	47591
60821	1275346	Bolpur	70998	64752
60823	1279186	Aizawl	265331	198239
60824	1804850	Kaiyuan	198423	191296
60827	1674504	Hualian	350468	108255
60844	3996387	Matehuala	67717	50159
60845	1258247	Rehli	27705	25463
60847	1258686|1265773|1276927	"Barka Kana|Kuju|Ramgarh"	121405	363989
60848	1786112	Heyuan	93718	222772
60850	3982887	Sombrerete	18805	18653
60851	1269217	Jaora	67203	62492
60852	1267457	Katoya	78408	45215
60859	1276449	Berasia	27091	23645
60868	1807508	Huanggang	225956	162894
60881	1276938	Barjala	17998	36608
60903	1276621	Begamganj	33467	29899
60905	1185098|1185155|1185241	Dhaka|Narayanganj|Tungi	10917701	9039533
60911	1260232	Partapur	10080	16962
60918	1203344	Faridpur	112187	117542
60922	1815395	Chaozhou	424787	748790
60940	1797945	Qingyuan	151287	288093
60941	1185100	Dohar	45543	154900
60956	1253193	Vijapur	24297	25128
60957	1277214	Banswara	93648	84119
60960	1253987	Udaipur	23290	22305
60969	1257237	Sarangpur	35827	31538
60975	1672228	Ma-kung	56435	39439
60980	1262452	Muragacha	10324	19788
60991	1270099	Himatnagar	60634	57979
60993	1253863	Umaria	29740	26249
61000	1278897	Amarpur	11906	10620
61009	1264244	Majholi	11553	10477
61017	1256340	Sihora	41192	37195
61018	1259049|1279334	Adra|Raghunathpur	44961	57350
61021	1798733	Pingnan	62483	33897
61029	1257765	Sailana	10810	10374
61031	1253200	Vidisha	140045	122352
61039	1262958	Modasa	58970	52945
61065	1262209	Nagda	103501	95231
61067	1264839	Lohardaga	53032	45261
61068	1256335|1258470|1260134|1261283|1264070|1265711|1267439|1268988|1269280|1269379|1270723|1272175|1272277|1272979|1274043|1274553|1275362|1276932|1277863|1278314|7302862	Asansol|Bagra|Bahula|Barjora|Bokaro|Chas|Chittaranjan|Dhanbad|Dugda|Durgapur|Gumia|Jamadoba|Jamuria|Jharia|Katras|Kulti|Malkera|Nirsa|Pathardih|Raniganj|Sijua	2805698	3772194
61069	1185186|1255791	Comilla|Sonamura	400232	466775
61075	289011	Rustaq	79383	76966
61085	1256693	Shajapur	53346	49474
61086	1261669|1265859	Krishnanagar|Navadwip	257049	251416
61090	1808336	Hepo	131238	187817
61096	1263623	Mansa	29551	29949
61099	1185199	Kaliganj	45631	38085
61100	1790840	Wuzhou	265846	395745
61105	1273191	"Deori Khas"	24934	23578
61116	1279110	Akodia	11278	10170
61117	1268615	Kaimori	20154	18031
61119	286282|286402|286647|287286|288764|288789|288955|288967|289174|289199	"Al Khaburah|Al Liwa'|Al Sohar|As Sib al Jadidah|As Suwayq|Barka'|Bawshar|Muscat|Saham|Shinas"	1705298	1151756
61127	1795940|1797121|1815302|1818116	Anbu|Chenghua|Jieyang|Shantou	6646426	3538734
61128	1256418	Shujalpur	47058	41499
61133	1804874|8505006	"Kaihua|Wenshan City"	514404	149209
61150	1809486	Guiping	71066	277632
61153	1254909	Tarana	22773	20987
61154	1258952	Raisen	40977	34355
61155	1262429	Muri	12656	30167
61170	1253754	Unhel	15837	13575
61172	1277844	Bagula	20999	39233
61184	1258342	Ratlam	236843	217096
61185	1258526|1268032	Kanke|Ranchi	863166	760868
61186	1260718	Pali	21287	43470
61189	1256739	Shahdol	89289	77031
61192	286293	"Sufalat Sama'il"	47718	46310
61193	1259163	Puruliya	122533	112045
61195	1803791	Licheng	172775	360181
61197	1255792	Sonamukhi	28334	27207
61205	1277769	Baikunthpur	10790	19960
61215	1264198	Maksi	20094	18025
61217	1276502	Belonia	16735	15407
61241	1277029	Barddhaman	301725	228298
61242	1201753	Hajiganj	44343	77685
61244	1277264	Bankura	133966	101105
61255	1185183	Laksham	82290	62854
61260	1256913	Sehore	99284	89197
61262	1191368	Palang	67652	57659
61271	1810240	Gejiu	136135	420308
61272	1816338	Luxu	70013	133293
61274	1811929	Ducheng	95525	89002
61275	1802940|1809062	Haimen|Puning	243450	2461463
61295	1275097	Bundu	19467	17337
61326	3980125|3996322	"Mazatlan|Villa Union"	368400	331834
61328	287830	`Ibri	101640	103402
61329	1275841	Bhopal	1599914	1401338
61332	1263148	Memari	44448	34425
61333	1336140	Jessore	243987	241834
61335	4006163	Fresnillo	105488	103004
61336	1273704	Dahegam	40671	37575
61337	1253914	Ujjain	457346	421713
61338	1265964	Kotma	31756	35777
61341	1185293	Narail	55112	37556
61342	1337245	Madaripur	84789	69507
61363	1264700	Lunavada	35431	32872
61380	1260174|1260612|1267097|1269633|1277008	Barela|Jabalpur|Khamaria|Panagar|Patan	1097576	1048440
61381	4014501	Charcas	11365	10442
61384	1185127	Ramganj	55241	75881
61391	1275066|1278508	Anuppur|Burhar	36313	109905
61393	1278827	Ambikapur	72821	64969
61394	1277634	Balarampur	22847	21629
61395	1185252	Khagrachhari	50364	39580
61400	7279752	Mandideep	39898	13953
61408	1266622	Khunti	31366	28617
61416	1275462	Bishnupur	64041	61623
61417	1260527	Pandua	28205	52783
61426	1253984	Udaipura	15473	13433
61431	1185272	Kalia	40492	17598
61437	3556351	Jaruco	20207	19552
61442	3565432	Cardenas	98515	82453
61444	3547398	Matanzas	146733	128186
61447	1277324	Bangaon	111693	100092
61448	1185249	Chhagalnaiya	39335	48390
61449	1270722	Gumla	44951	38896
61451	1809532	Guigang	76430	483111
61453	1267939	Kapadvanj	44764	43693
61458	1806881	Huicheng	125919	315066
61460	1277970	Badnawar	18790	17494
61462	1269824	Ichhawar	13656	11406
61469	1259840	Petlawad	13260	12125
61490	1276982	Bargi	17588	16868
61495	1270466	Halvad	26205	23898
61496	1257486	Sanand	35033	31804
61497	1254663	Thandla	13658	12475
61499	1185224	Feni	84028	188593
61510	4016132	"Victor Rosales"	32721	20351
61511	3547600	Mariel	28987	30028
61512	1272701	Dhrangadhra	75578	69614
61513	1257149|1268680|1271715|1279233|1279373	Adalaj|Ahmedabad|Ghandinagar|Kadi|Sarkhej	4014525	6323687
61515	1268124|1271717|1278573	Anjar|Gandhidham|Kandla	259121	27976
61519	1266838	Khatra	16484	16795
61520	1348583	Kesabpur	10921	19984
61521	1185210	Gaurnadi	40519	54385
61525	3547519	Marti	13439	13388
61528	1784853	Zhaoqing	361969	597539
61529	1798713	Pingshan	113631	224623
61534	1196292	Lakshmipur	61703	66418
61540	288899	Bahla'	54338	53903
61544	1314759	Lashio	131016	132164
61546	1801799|1806776	Huizhou|Luoyang	412345	782496
61551	1308937	Mogok	90843	81368
61560	1812521	Donghai	188602	570366
